index,intention_semantic_similarity,intention_conceptual_depth_analysis_before_level,intention_conceptual_depth_analysis_after_level,intention_conceptual_depth_analysis_before_focus,intention_conceptual_depth_analysis_after_focus,intention_conceptual_depth_analysis_change_direction,intention_conceptual_coverage_before_categories,intention_conceptual_coverage_after_categories,intention_conceptual_coverage_maintained_categories,intention_conceptual_coverage_new_categories,intention_conceptual_coverage_lost_categories,intention_evolution_assessment_type,intention_evolution_assessment_description,intention_evolution_assessment_quality_change,intention_key_insights,intention_analysis_type
42,0.4,powierzchowny,średni,konkretny,koncepcyjny,bardziej koncepcyjny,promocja firmy; udział w konkursie,współpraca; relacje z przełożonymi,[],współpraca; relacje z przełożonymi,promocja firmy; udział w konkursie,pogłębienie koncepcyjne,"Annotator przeszedł od opisywania konkretnych działań promocyjnych do bardziej złożonych intencji związanych z relacjami i współpracą. Zrozumiał, że intencje mogą obejmować nie tylko promocję, ale także budowanie relacji i zdobywanie uznania.",0.7,"Wyraźny rozwój w rozumieniu intencji - annotator przeszedł od prostych działań promocyjnych do zrozumienia, że intencje mogą obejmować współpracę i relacje z innymi, co wskazuje na głębsze zrozumienie psychologicznych aspektów wpływu.",intention
44,0.4,powierzchowny,średni,konkretny,mieszany,bardziej koncepcyjny,motywacja do działania,wsparcie emocjonalne; budowanie tożsamości grupowej,[],wsparcie emocjonalne; budowanie tożsamości grupowej,motywacja do działania,pogłębienie koncepcyjne,"Annotator przeszedł od jednego, konkretnego celu (przekonanie do działania) do bardziej złożonych intencji związanych z emocjonalnym wsparciem i budowaniem tożsamości grupowej.",0.7,"Rozwój w zrozumieniu intencji - annotator zaczął dostrzegać nie tylko konkretne działania, ale także emocjonalne i społeczne aspekty wpływu, co wskazuje na głębsze zrozumienie dynamiki grupowej.",intention
45,0.4,powierzchowny,głęboki,konkretny,koncepcyjny,bardziej koncepcyjny,wsparcie emocjonalne; rywalizacja międzyklasowa,normalizacja; wzmocnienie przynależności; opozycja grupowa,[],normalizacja; wzmocnienie przynależności; opozycja grupowa,wsparcie emocjonalne; rywalizacja międzyklasowa,pogłębienie koncepcyjne,"Annotator przeszedł od prostych intencji wsparcia do złożonego zrozumienia mechanizmów społecznych, które wpływają na poczucie przynależności i normalizację zachowań w grupie.",0.7,"Wyraźny rozwój w zrozumieniu intencji - annotator zidentyfikował bardziej złożone mechanizmy społeczne, które wpływają na relacje w klasie, zamiast skupiać się na prostych działaniach. Zrozumienie kontekstu społecznego i psychologicznego stało się bardziej wyrafinowane.",intention
47,0.0,powierzchowny,powierzchowny,konkretny,konkretny,bez zmian,[],[],[],[],[],brak znaczącej zmiany,Brak odpowiedzi w obu przypadkach uniemożliwia ocenę rozwoju rozumienia intencji.,0.0,"Brak danych do analizy, co uniemożliwia ocenę jakiejkolwiek ewolucji w rozumieniu intencji przez annotatora.",intention
46,0.0,powierzchowny,powierzchowny,konkretny,konkretny,bez zmian,brak działania; utrzymanie status quo,[],[],[],brak działania; utrzymanie status quo,brak znaczącej zmiany,"Annotator nie dostarczył żadnej odpowiedzi w sekcji 'After', co wskazuje na brak rozwoju w rozumieniu intencji.",-1.0,"Brak jakiejkolwiek odpowiedzi w 'After' sugeruje, że annotator nie rozwinął swojego rozumienia intencji wywierania wpływu. Odpowiedź 'Before' była powierzchowna, ale przynajmniej wskazywała na pewne intencje, które teraz całkowicie zniknęły.",intention
48,0.4,powierzchowny,średni,konkretny,koncepcyjny,bardziej koncepcyjny,uzyskanie informacji; akceptacja,przekonywanie; normalizacja zachowań,[],przekonywanie; normalizacja zachowań,uzyskanie informacji; akceptacja,pogłębienie koncepcyjne,"Annotator przeszedł od opisu konkretnego działania (uzyskanie odpowiedzi) do identyfikacji intencji przekonywania i normalizacji zachowań, co wskazuje na głębsze zrozumienie psychologicznych mechanizmów wpływu.",0.7,"Rozwój w zrozumieniu intencji - annotator przeszedł od opisu powierzchownych działań do analizy głębszych celów, takich jak przekonywanie i normalizacja, co wskazuje na lepsze uchwycenie psychologicznych aspektów wpływu.",intention
49,0.4,średni,powierzchowny,koncepcyjny,konkretny,bardziej konkretny,wsparcie emocjonalne; normalizacja zachowań,motywacja do działania; manipulacja emocjonalna,[],motywacja do działania; manipulacja emocjonalna,wsparcie emocjonalne; normalizacja zachowań,"spłycenie (więcej detali, mniej konceptów)",Annotator przeszedł od analizy intencji związanych z emocjonalnym wsparciem i normalizacją do bardziej powierzchownych celów związanych z motywacją do działania i manipulacją emocjonalną.,-0.5,"Wyraźne pogorszenie w zrozumieniu intencji - odpowiedź 'After' koncentruje się na konkretnych działaniach (lajkowanie, poczucie winy), a nie na głębszych emocjonalnych i społecznych celach, co wskazuje na utratę złożoności w analizie intencji.",intention
50,0.5,powierzchowny,powierzchowny,konkretny,konkretny,bez zmian,zwiększenie interakcji; cele estetyczne,zwiększenie interakcji,zwiększenie interakcji,[],cele estetyczne,brak znaczącej zmiany,"Annotator pozostał na tym samym poziomie analizy, koncentrując się na konkretnych działaniach związanych z interakcją, ale nie rozwijając głębszych intencji.",0.0,"Brak znaczącej zmiany w rozumieniu intencji. Odpowiedzi 'Before' i 'After' koncentrują się na konkretnych celach związanych z interakcją, ale nie identyfikują szerszych, psychologicznych motywacji stojących za tymi działaniami.",intention
51,0.2,powierzchowny,powierzchowny,konkretny,konkretny,bez zmian,cele estetyczne,metryki/wyniki; cele finansowe,[],metryki/wyniki; cele finansowe,cele estetyczne,brak znaczącej zmiany,"Annotator skupił się na konkretnych metrykach i wynikach, ale nie rozwinął głębszego zrozumienia intencji. Odpowiedzi pozostają na poziomie powierzchownym.",0.0,"Brak znaczącej zmiany w rozumieniu intencji. Annotator przeszedł od ogólnego celu zdobycia serduszek do bardziej szczegółowych metryk, ale nie zidentyfikował głębszych motywacji ani psychologicznych aspektów wpływu.",intention
52,0.5,średni,średni,koncepcyjny,koncepcyjny,bez zmian,reakcje użytkowników; zasięg,lojalność; zaangażowanie,[],lojalność; grupa fanów,reakcje użytkowników; zasięg,przeformułowanie,Annotator przeszedł od skupienia na konkretnych reakcjach (liki) do bardziej złożonych celów związanych z budowaniem lojalności i zaangażowania fanów.,0.4,Rozwój w rozumieniu intencji - annotator przeszedł od prostego celu zdobycia reakcji do bardziej złożonego celu budowania społeczności i lojalności wśród odbiorców. To wskazuje na lepsze zrozumienie długoterminowych celów związanych z wpływem.,intention
53,0.4,średni,powierzchowny,koncepcyjny,konkretny,bardziej konkretny,monetyzacja; budowanie społeczności,monetyzacja; zaangażowanie,monetyzacja,zaangażowanie,budowanie społeczności,"spłycenie (więcej detali, mniej konceptów)","Annotator przeszedł od bardziej złożonych intencji związanych z budowaniem społeczności do prostszych celów związanych z monetizacją i zaangażowaniem, tracąc z oczu szerszy kontekst.",-0.5,"Pojawiło się spłycenie analizy - odpowiedź 'After' koncentruje się na konkretnych wynikach (lajki, zarobek), a nie na głębszych intencjach budowania społeczności i lojalności fanów. Brakuje zrozumienia psychologicznych aspektów wpływu na odbiorców.",intention
55,0.2,średni,powierzchowny,koncepcyjny,konkretny,bardziej konkretny,zwiększenie efektywności; motywacja do działania; cele edukacyjne,wykonanie projektów,[],wykonanie projektów,zwiększenie efektywności; motywacja do działania; cele edukacyjne,"spłycenie (więcej detali, mniej konceptów)",Annotator przeszedł od identyfikowania celów związanych z motywacją i edukacją do opisywania jedynie konkretnego działania (wykonanie projektów). Stracił fokus na głębsze intencje.,-0.7,"Wyraźne pogorszenie w zrozumieniu intencji - odpowiedź 'After' koncentruje się na konkretnym działaniu, a nie na szerszych celach i motywacjach, co wskazuje na spłycenie analizy.",intention
54,0.4,powierzchowny,średni,konkretny,koncepcyjny,bardziej koncepcyjny,cele osobiste; wykorzystanie społeczności,motywacja; refleksja; zaangażowanie,[],motywacja; refleksja; zaangażowanie,cele osobiste; wykorzystanie społeczności,pogłębienie koncepcyjne,Annotator przeszedł od powierzchownych celów osobistych do bardziej złożonych intencji związanych z motywacją i refleksją uczniów. Wskazuje na zrozumienie psychologicznych aspektów wpływu.,0.7,"Wyraźny rozwój w rozumieniu intencji - annotator przeszedł od skupienia na osobistych korzyściach do identyfikacji celów związanych z motywacją i zaangażowaniem uczniów. To pokazuje głębsze zrozumienie wpływu jako procesu, który ma na celu rozwój i refleksję, a nie tylko osiąganie osobistych korzyści.",intention
56,0.5,średni,średni,mieszany,mieszany,bez zmian,motywacja; strach; świadomość konsekwencji,motywacja; troska o przyszłość,motywacja,troska o przyszłość,strach; świadomość konsekwencji,przeformułowanie,"Annotator przeszedł od bardziej zróżnicowanych intencji, w tym strachu i świadomości konsekwencji, do bardziej pozytywnego podejścia, koncentrując się na mobilizacji i trosce o przyszłość uczniów.",0.2,Ewolucja w rozumieniu intencji - annotator przeszedł od identyfikacji negatywnych motywacji (nastraszenie) do bardziej konstruktywnych (troska o przyszłość). To wskazuje na rozwój w kierunku bardziej pozytywnego postrzegania wpływu społecznego.,intention
57,0.6,średni,średni,mieszany,mieszany,bez zmian,motywacja do nauki; wizerunek nauczyciela,motywacja do nauki; zaangażowanie; refleksja nad przyszłością,motywacja do nauki,zaangażowanie; refleksja nad przyszłością,wizerunek nauczyciela,przeformułowanie,"Annotator przeszedł od bardziej osobistych intencji nauczyciela do bardziej złożonych celów związanych z zaangażowaniem i refleksją uczniów. Zmiana w kierunku bardziej złożonych intencji, ale bez głębszego zrozumienia psychologicznych mechanizmów.",0.4,"Rozwój w kierunku bardziej złożonych intencji, takich jak zaangażowanie i refleksja, ale nadal brak głębszego zrozumienia psychologicznych aspektów wpływu. Annotator zidentyfikował nowe cele, ale nie poszedł w stronę bardziej abstrakcyjnych motywacji.",intention
58,0.4,średni,powierzchowny,koncepcyjny,konkretny,bardziej konkretny,wywołanie emocji; mobilizacja do działania,przekonanie do działania,[],przekonanie do działania,wywołanie emocji; mobilizacja do działania,"spłycenie (więcej detali, mniej konceptów)","Annotator przeszedł od identyfikowania emocjonalnych i mobilizacyjnych intencji do bardziej powierzchownego opisu działania, koncentrując się na konkretnym celu bez głębszego zrozumienia psychologicznych mechanizmów.",-0.5,"Pojawiło się spłycenie analizy - odpowiedź 'After' koncentruje się na konkretnym celu (przekonanie do szybszego działania), ale nie uwzględnia emocjonalnych i mobilizacyjnych aspektów, które były obecne w odpowiedzi 'Before'. Brakuje głębszego zrozumienia intencji wywierania wpływu.",intention
59,0.4,powierzchowny,głęboki,konkretny,koncepcyjny,bardziej koncepcyjny,motywacja do działania,współodpowiedzialność; emocje (poczucie winy); sukces szkoły; proekologiczna postawa; perswazja,[],współodpowiedzialność; emocje (poczucie winy); sukces szkoły; proekologiczna postawa; perswazja,motywacja do działania,pogłębienie koncepcyjne,"Annotator przeszedł od ogólnej intencji zmotywowania uczniów do bardziej złożonych i wielowymiarowych intencji, które obejmują emocjonalne i społeczne aspekty wpływu.",0.7,"Wyraźny rozwój w zrozumieniu intencji - annotator zidentyfikował różnorodne mechanizmy wpływu, takie jak poczucie winy i współodpowiedzialność, co wskazuje na głębsze zrozumienie psychologicznych aspektów perswazji.",intention
60,0.4,średni,powierzchowny,koncepcyjny,konkretny,bardziej konkretny,manipulacja emocjonalna; motywacja do działania,zachęta do działania,[],zachęta do działania,manipulacja emocjonalna; motywacja do działania,"spłycenie (więcej detali, mniej konceptów)",Annotator przeszedł od identyfikowania emocjonalnych i motywacyjnych intencji do opisywania konkretnego działania (praca plastyczna). Stracił fokus na głębsze psychologiczne mechanizmy.,-0.5,"Pojawiło się spłycenie analizy - odpowiedź 'After' koncentruje się na konkretnym działaniu, ale nie uwzględnia szerszych intencji emocjonalnych i motywacyjnych, które były obecne w odpowiedzi 'Before'.",intention
61,0.5,powierzchowny,średni,konkretny,mieszany,bardziej koncepcyjny,udział w wydarzeniu,zaangażowanie uczniów; aktywność ekologiczna; działania na rzecz szkoły,[],zaangażowanie uczniów; aktywność ekologiczna; działania na rzecz szkoły,udział w wydarzeniu,przeformułowanie,"Annotator przeszedł od prostego opisu udziału w konkursie do bardziej złożonego zrozumienia intencji związanych z zachęcaniem uczniów do aktywności. Wprowadził różne aspekty zaangażowania, ale niekoniecznie pogłębił analizę psychologiczną.",0.4,"Rozwój w kierunku bardziej złożonego zrozumienia intencji, z naciskiem na zachęcanie do aktywności. Jednak brak głębszej analizy psychologicznych motywacji i celów, co może wskazywać na potrzebę dalszego rozwoju w tym zakresie.",intention
62,0.4,średni,powierzchowny,koncepcyjny,konkretny,bardziej konkretny,zaangażowanie uczniów; motywacja do działań społecznych,konkretne zadanie (plakat),[],konkretne zadanie,zaangażowanie uczniów; motywacja do działań społecznych,"spłycenie (więcej detali, mniej konceptów)","Annotator przeszedł od ogólnych intencji związanych z zaangażowaniem i motywacją uczniów do opisu konkretnego zadania, co ogranicza zrozumienie głębszych celów.",-0.5,"Wyraźne spłycenie analizy - odpowiedź 'After' koncentruje się na konkretnym zadaniu (plakat), tracąc z oceny szersze intencje związane z zaangażowaniem i motywacją uczniów do działań społecznych.",intention
63,0.5,powierzchowny,średni,konkretny,mieszany,bardziej koncepcyjny,zachęta do działania,rozczarowanie; motywacja; zaangażowanie,[],rozczarowanie; motywacja; zaangażowanie,zachęta do działania,pogłębienie koncepcyjne,"Annotator przeszedł od opisu konkretnego działania (zrobienie plakatu) do analizy emocji i motywacji nauczycielki, co wskazuje na głębsze zrozumienie intencji wywierania wpływu.",0.7,Rozwój w zrozumieniu intencji - annotator przeszedł od prostego opisu działania do analizy emocjonalnych i motywacyjnych aspektów wpływu nauczycielki na uczniów. Wskazuje to na lepsze zrozumienie psychologicznych mechanizmów wpływu.,intention
64,0.5,powierzchowny,głęboki,konkretny,koncepcyjny,bardziej koncepcyjny,prośba o pomoc,przekonywanie; zaangażowanie; tworzenie zobowiązań,[],przekonywanie; zaangażowanie; tworzenie zobowiązań,prośba o pomoc,pogłębienie koncepcyjne,"Annotator przeszedł od prostego opisu prośby o pomoc do zrozumienia bardziej złożonych mechanizmów perswazji i zaangażowania, w tym tworzenia zobowiązań.",0.7,"Wyraźny rozwój w zrozumieniu intencji - annotator dostrzega teraz nie tylko prośbę o pomoc, ale także psychologiczne aspekty perswazji, takie jak tworzenie zobowiązań i atrakcyjność próśb. To wskazuje na głębsze zrozumienie dynamiki wpływu społecznego.",intention
65,0.4,średni,powierzchowny,koncepcyjny,konkretny,bardziej konkretny,motywacja do działania; zaangażowanie odbiorców,promocja; współpraca; zaangażowanie finansowe,[],promocja; współpraca; zaangażowanie finansowe,motywacja do działania; zaangażowanie odbiorców,"spłycenie (więcej detali, mniej konceptów)",Annotator przeszedł od bardziej ogólnych intencji związanych z motywowaniem do działania do szczegółowego opisu działań promocyjnych. Stracił z oceny szersze cele i psychologiczne aspekty wpływu.,-0.5,"Wyraźne spłycenie analizy - odpowiedź 'After' koncentruje się na konkretnych działaniach (np. reklama, filmiki), ale nie identyfikuje głębszych intencji, takich jak motywacja czy budowanie relacji. Brakuje zrozumienia psychologicznych mechanizmów wpływu na odbiorców.",intention
